axialtime,axialaccel,bILBA,timptime,temp,bILBA,agltime,agl,bILBA
0.91125,13.19,b1100,18.24,66.84,b1111,18.245,2543.9,b1111
0.91375,13.11,b1100,18.29,66.87,b1111,18.295,2541.44,b1111
0.91625,12.94,b1100,18.34,66.87,b1111,18.345,2540.22,b1111
0.91875,12.85,b1100,18.39,66.87,b1111,18.395,2539,b1111
0.92125,12.94,b1100,18.44,66.87,b1111,18.445,2537.78,b1111
0.92375,12.85,b1100,18.49,66.87,b1111,18.495,2536.54,b1111
0.92625,12.69,b1100,18.54,66.87,b1111,18.545,2536.54,b1111
0.92875,12.69,b1100,18.59,66.87,b1111,18.595,2535.32,b1111
0.93125,12.69,b1100,18.64,66.87,b1111,18.645,2531.66,b1111
0.93375,12.69,b1100,18.69,66.9,b1111,18.695,2526.76,b1111
0.93625,12.6,b1100,18.74,66.9,b1111,18.745,2521.87,b1111
0.93875,12.6,b1100,18.79,66.9,b1111,18.795,2518.2,b1111
0.94125,12.6,b1100,18.84,66.9,b1111,18.845,2513.3,b1111
0.94375,12.6,b1100,18.89,66.9,b1111,18.895,2505.97,b1111
0.94625,12.18,b1100,18.94,66.93,b1111,18.945,2499.86,b1111
0.94875,12.35,b1100,18.99,66.93,b1111,18.995,2493.75,b1111
0.95125,12.52,b1100,19.04,66.93,b1111,19.045,2487.63,b1111
0.95375,12.1,b1100,19.09,66.93,b1111,19.095,2483.97,b1111
0.95625,12.02,b1100,19.14,66.93,b1111,19.145,2481.52,b1111
0.95875,12.18,b1100,19.19,66.93,b1111,19.195,2480.3,b1111
0.96125,11.85,b1100,19.24,66.93,b1111,19.245,2479.08,b1111
0.96375,11.85,b1100,19.29,66.93,b1111,19.295,2472.97,b1111
0.96625,11.93,b1100,19.34,66.93,b1111,19.345,2468.09,b1111
0.96875,11.85,b1100,19.39,66.96,b1111,19.395,2461.98,b1111
0.97125,12.02,b1100,19.44,66.96,b1111,19.445,2459.54,b1111
0.97375,11.68,b1100,19.49,66.96,b1111,19.495,2457.1,b1111
0.97625,11.76,b1100,19.54,66.96,b1111,19.545,2454.66,b1111
0.97875,11.68,b1100,19.59,66.99,b1111,19.595,2453.44,b1111
0.98125,11.43,b1100,19.64,66.96,b1111,19.645,2450.99,b1111
0.98375,11.68,b1100,19.69,66.96,b1111,19.695,2449.78,b1111
0.98625,11.51,b1100,19.74,66.99,b1111,19.745,2449.78,b1111
0.98875,11.76,b1100,19.79,66.99,b1111,19.795,2444.9,b1111
0.99125,11.34,b1100,19.84,66.96,b1111,19.845,2440.01,b1111
0.99375,11.51,b1100,19.89,66.99,b1111,19.895,2435.13,b1111
0.99625,11.34,b1100,19.94,66.99,b1111,19.945,2427.81,b1111
0.99875,11.43,b1100,19.99,66.99,b1111,19.995,2420.49,b1111
1.00125,11.26,b1100,20.04,66.99,b1111,20.045,2414.4,b1111
1.00375,11.18,b1100,20.09,66.99,b1111,20.095,2409.52,b1111
1.00625,11.01,b1100,20.14,66.99,b1111,20.145,2408.3,b1111
1.00875,11.26,b1100,20.19,67.02,b1111,20.195,2408.3,b1111
1.01125,11.01,b1100,20.24,66.99,b1111,20.245,2407.08,b1111
1.01375,11.09,b1100,20.29,67.02,b1111,20.295,2403.42,b1111
1.01625,10.93,b1100,20.34,66.99,b1111,20.345,2397.33,b1111
1.01875,11.01,b1100,20.39,66.99,b1111,20.395,2392.46,b1111
1.02125,10.93,b1100,20.44,67.02,b1111,20.445,2387.59,b1111
1.02375,10.76,b1100,20.49,67.05,b1111,20.495,2382.71,b1111
1.02625,10.76,b1100,20.54,67.02,b1111,20.545,2379.06,b1111
1.02875,10.67,b1100,20.59,67.05,b1111,20.595,2376.62,b1111
1.03125,10.59,b1100,20.64,67.02,b1111,20.645,2376.62,b1111
1.03375,10.59,b1100,20.69,67.02,b1111,20.695,2376.62,b1111
1.03625,10.51,b1100,20.74,67.02,b1111,20.745,2372.97,b1111
1.03875,10.51,b1100,20.79,67.02,b1111,20.795,2370.53,b1111
1.04125,10.42,b1100,20.84,67.02,b1111,20.845,2365.66,b1111
1.04375,10.34,b1100,20.89,67.05,b1111,20.895,2360.79,b1111
1.04625,10.42,b1100,20.94,67.02,b1111,20.945,2357.14,b1111
1.04875,10.42,b1100,20.99,67.02,b1111,20.995,2352.27,b1111
1.05125,10.34,b1100,21.04,66.99,b1111,21.045,2344.97,b1111
1.05375,10.42,b1100,21.09,66.99,b1111,21.095,2337.67,b1111
1.05625,10.34,b1100,21.14,66.93,b1111,21.145,2332.81,b1111
1.05875,10.34,b1100,21.19,66.9,b1111,21.195,2327.93,b1111
1.06125,10.17,b1100,21.24,66.87,b1111,21.245,2324.29,b1111
1.06375,10.26,b1100,21.29,66.84,b1111,21.295,2321.86,b1111
1.06625,10.26,b1100,21.34,66.81,b1111,21.345,2318.21,b1111
1.06875,10.34,b1100,21.39,66.78,b1111,21.395,2315.78,b1111
1.07125,10.26,b1100,21.44,66.75,b1111,21.445,2313.34,b1111
1.07375,10.26,b1100,21.49,66.72,b1111,21.495,2312.13,b1111
1.07625,10,b1100,21.54,66.72,b1111,21.545,2313.34,b1111
1.07875,10.17,b1100,21.59,66.69,b1111,21.595,2310.92,b1111
1.08125,10,b1100,21.64,66.66,b1111,21.645,2306.05,b1111
1.08375,10,b1100,21.69,66.66,b1111,21.695,2302.4,b1111
1.08625,10,b1100,21.74,66.66,b1111,21.745,2298.76,b1111
1.08875,10.09,b1100,21.79,66.66,b1111,21.795,2296.34,b1111
1.09125,9.75,b1100,21.84,66.66,b1111,21.845,2292.69,b1111
1.09375,9.92,b1100,21.89,66.66,b1111,21.895,2290.26,b1111
1.09625,10,b1100,21.94,66.69,b1111,21.945,2289.05,b1111
1.09875,9.75,b1100,21.99,66.69,b1111,21.995,2287.83,b1111
1.10125,9.92,b1100,22.04,66.69,b1111,22.045,2287.83,b1111
1.10375,10,b1100,22.09,66.69,b1111,22.095,2285.4,b1111
1.10625,9.92,b1100,22.14,66.72,b1111,22.145,2280.54,b1111
1.10875,10.42,b1100,22.19,66.72,b1111,22.195,2273.25,b1111
1.11125,9.92,b1100,22.24,66.75,b1111,22.245,2265.97,b1111
1.11375,10,b1100,22.29,66.75,b1111,22.295,2261.11,b1111
1.11625,10,b1100,22.34,66.72,b1111,22.345,2256.26,b1111
1.11875,9.58,b1100,22.39,66.72,b1111,22.395,2251.41,b1111
1.12125,9.5,b1100,22.44,66.72,b1111,22.445,2248.98,b1111
1.12375,9.42,b1100,22.49,66.72,b1111,22.495,2245.34,b1111
1.12625,9.25,b1100,22.54,66.69,b1111,22.545,2242.92,b1111
1.12875,9.33,b1100,22.59,66.69,b1111,22.595,2238.06,b1111
1.13125,9,b1100,22.64,66.66,b1111,22.645,2234.42,b1111
1.13375,9.08,b1100,22.69,66.66,b1111,22.695,2230.79,b1111
1.13625,9,b1100,22.74,66.66,b1111,22.745,2228.36,b1111
1.13875,8.83,b1100,22.79,66.63,b1111,22.795,2228.36,b1111
1.14125,8.33,b1100,22.84,66.63,b1111,22.845,2224.72,b1111
1.14375,8.58,b1100,22.89,66.63,b1111,22.895,2222.3,b1111
1.14625,7.91,b1100,22.94,66.63,b1111,22.945,2218.66,b1111
1.14875,8.08,b1100,22.99,66.63,b1111,22.995,2215.03,b1111
1.15125,7.66,b1100,23.04,66.63,b1111,23.045,2211.39,b1111
1.15375,7.32,b1100,23.09,66.66,b1111,23.095,2205.33,b1111
1.15625,6.9,b1100,23.14,66.66,b1111,23.145,2201.7,b1111
1.15875,9,b1100,23.19,66.69,b1111,23.195,2196.85,b1111
1.16125,6.9,b1100,23.24,66.66,b1111,23.245,2194.42,b1111
1.16375,7.82,b1100,23.29,66.69,b1111,23.295,2194.42,b1111
1.16625,6.23,b1100,23.34,66.72,b1111,23.345,2192.01,b1111
1.16875,6.65,b1100,23.39,66.72,b1111,23.395,2188.37,b1111
1.17125,6.23,b1100,23.44,66.72,b1111,23.445,2182.31,b1111
1.17375,5.81,b1100,23.49,66.72,b1111,23.495,2177.48,b1111
1.17625,5.73,b1100,23.54,66.75,b1111,23.545,2171.43,b1111
1.17875,5.56,b1100,23.59,66.75,b1111,23.595,2167.79,b1111
1.18125,5.48,b1100,23.64,66.75,b1111,23.645,2162.95,b1111
1.18375,5.31,b1100,23.69,66.75,b1111,23.695,2159.32,b1111
1.18625,5.14,b1100,23.74,66.75,b1111,23.745,2155.69,b1111
1.18875,4.97,b1100,23.79,66.75,b1111,23.795,2153.26,b1111
1.19125,4.64,b1100,23.84,66.72,b1111,23.845,2150.85,b1111
1.19375,4.56,b1100,23.89,66.75,b1111,23.895,2148.43,b1111
1.19625,4.14,b1100,23.94,66.72,b1111,23.945,2144.8,b1111
1.19875,3.8,b1100,23.99,66.72,b1111,23.995,2142.38,b1111
1.20125,3.63,b1100,24.04,66.72,b1111,24.045,2141.17,b1111
1.20375,3.3,b1100,24.09,66.75,b1111,24.095,2139.97,b1111
1.20625,2.96,b1100,24.14,66.72,b1111,24.145,2141.17,b1111
1.20875,2.8,b1100,24.19,66.72,b1111,24.195,2137.55,b1111
1.21125,2.46,b1100,24.24,66.75,b1111,24.245,2131.5,b1111
1.21375,2.29,b1100,24.29,66.72,b1111,24.295,2127.87,b1111
1.21625,2.04,b1100,24.34,66.72,b1111,24.345,2124.25,b1111
1.21875,1.96,b1100,24.39,66.75,b1111,24.395,2119.41,b1111
1.22125,1.79,b1100,24.44,66.75,b1111,24.445,2115.79,b1111
1.22375,1.37,b1100,24.49,66.75,b1111,24.495,2110.95,b1111
1.22625,1.12,b1100,24.54,66.78,b1111,24.545,2108.53,b1111
1.22875,1.04,b1100,24.59,66.78,b1111,24.595,2107.33,b1111
1.23125,0.96,b1100,24.64,66.78,b1111,24.645,2104.91,b1111
1.23375,0.63,b1100,24.69,66.78,b1111,24.695,2102.5,b1111
1.23625,0.71,b1100,24.74,66.78,b1111,24.745,2100.08,b1111
1.23875,0.54,b1100,24.79,66.81,b1111,24.795,2096.46,b1111
1.24125,0.29,b1100,24.84,66.81,b1111,24.845,2091.63,b1111
1.24375,0.29,b1100,24.89,66.81,b1111,24.895,2086.8,b1111
1.24625,0.21,b1100,24.94,66.81,b1111,24.945,2081.96,b1111
1.24875,0.12,b1100,24.99,66.81,b1111,24.995,2079.55,b1111
1.25125,-0.0400001,b1100,25.04,66.81,b1111,25.045,2075.93,b1111
1.25375,-0.13,b1100,25.09,66.81,b1111,25.095,2072.31,b1111
1.25625,-0.0400001,b1100,25.14,66.78,b1111,25.145,2068.69,b1111
1.25875,-0.21,b1100,25.19,66.81,b1111,25.195,2066.27,b1111
1.26125,-0.38,b1100,25.24,66.75,b1111,25.245,2066.27,b1111
1.26375,-0.3,b1100,25.29,66.75,b1111,25.295,2065.07,b1111
1.26625,-0.3,b1100,25.34,66.75,b1111,25.345,2062.66,b1111
1.26875,-0.38,b1100,25.39,66.72,b1111,25.395,2060.25,b1111
1.27125,-0.38,b1100,25.44,66.72,b1111,25.445,2055.42,b1111
1.27375,-0.38,b1100,25.49,66.72,b1111,25.495,2051.8,b1111
1.27625,-0.72,b1100,25.54,66.69,b1111,25.545,2048.18,b1111
1.27875,-0.72,b1100,25.59,66.69,b1111,25.595,2043.36,b1111
1.28125,-0.38,b1100,25.64,66.69,b1111,25.645,2040.94,b1111
1.28375,-0.63,b1100,25.69,66.72,b1111,25.695,2038.53,b1111
1.28625,-0.38,b1100,25.74,66.72,b1111,25.745,2034.92,b1111
1.28875,-0.46,b1100,25.79,66.72,b1111,25.795,2030.1,b1111
1.29125,-0.55,b1100,25.84,66.72,b1111,25.845,2027.69,b1111
1.29375,-0.55,b1100,25.89,66.75,b1111,25.895,2025.28,b1111
1.29625,-0.63,b1100,25.94,66.75,b1111,25.945,2021.66,b1111
1.29875,-0.55,b1100,25.99,66.78,b1111,25.995,2019.25,b1111
1.30125,-0.3,b1100,26.04,66.75,b1111,26.045,2015.64,b1111
1.30375,-0.72,b1100,26.09,66.78,b1111,26.095,2013.23,b1111
1.30625,-0.46,b1100,26.14,66.78,b1111,26.145,2009.61,b1111
1.30875,-0.72,b1100,26.19,66.78,b1111,26.195,2006,b1111
1.31125,-0.38,b1100,26.24,66.81,b1111,26.245,2001.18,b1111
1.31375,-0.55,b1100,26.29,66.81,b1111,26.295,1998.77,b1111
1.31625,-0.63,b1100,26.34,66.81,b1111,26.345,1997.57,b1111
1.31875,-0.63,b1100,26.39,66.84,b1111,26.395,1992.75,b1111
1.32125,-0.63,b1100,26.44,66.84,b1111,26.445,1990.34,b1111
1.32375,-0.55,b1100,26.49,66.84,b1111,26.495,1987.93,b1111
1.32625,-0.55,b1100,26.54,66.84,b1111,26.545,1985.53,b1111
1.32875,-0.63,b1100,26.59,66.87,b1111,26.595,1983.12,b1111
1.33125,-0.72,b1100,26.64,66.87,b1111,26.645,1979.51,b1111
1.33375,-0.63,b1100,26.69,66.87,b1111,26.695,1975.9,b1111
1.33625,-0.55,b1100,26.74,66.9,b1111,26.745,1972.28,b1111
1.33875,-0.46,b1100,26.79,66.9,b1111,26.795,1971.09,b1111
1.34125,-0.55,b1100,26.84,66.9,b1111,26.845,1968.68,b1111
1.34375,-0.72,b1100,26.89,66.9,b1111,26.895,1965.07,b1111
1.34625,-0.63,b1100,26.94,66.9,b1111,26.945,1962.66,b1111
1.34875,-0.72,b1100,26.99,66.9,b1111,26.995,1957.85,b1111
1.35125,-0.55,b1100,27.04,66.9,b1111,27.045,1950.64,b1111
1.35375,-0.63,b1100,27.09,66.9,b1111,27.095,1947.03,b1111
1.35625,-0.55,b1100,27.14,66.93,b1111,27.145,1943.42,b1111
1.35875,-0.55,b1100,27.19,66.93,b1111,27.195,1939.82,b1111
1.36125,-0.63,b1100,27.24,66.93,b1111,27.245,1935.01,b1111
1.36375,-0.63,b1100,27.29,66.93,b1111,27.295,1931.4,b1111
1.36625,-0.63,b1100,27.34,66.93,b1111,27.345,1930.2,b1111
1.36875,-0.63,b1100,27.39,66.93,b1111,27.395,1927.79,b1111
1.37125,-0.63,b1100,27.44,66.93,b1111,27.445,1926.6,b1111
1.37375,-0.55,b1100,27.49,66.93,b1111,27.495,1924.19,b1111
1.37625,-0.55,b1100,27.54,66.93,b1111,27.545,1920.58,b1111
1.37875,-0.63,b1100,27.59,66.93,b1111,27.595,1918.18,b1111
1.38125,-0.55,b1100,27.64,66.96,b1111,27.645,1913.38,b1111
1.38375,-0.55,b1100,27.69,66.93,b1111,27.695,1909.77,b1111
1.38625,-0.72,b1100,27.74,66.93,b1111,27.745,1904.97,b1111
1.38875,-0.55,b1100,27.79,66.96,b1111,27.795,1900.17,b1111
1.39125,-0.55,b1100,27.84,66.93,b1111,27.845,1895.36,b1111
1.39375,-0.46,b1100,27.89,66.93,b1111,27.895,1892.96,b1111
1.39625,-0.63,b1100,27.94,66.96,b1111,27.945,1889.36,b1111
1.39875,-0.63,b1100,27.99,66.93,b1111,27.995,1886.96,b1111
1.40125,-0.55,b1100,28.04,66.96,b1111,28.045,1884.56,b1111
1.40375,-0.72,b1100,28.09,66.99,b1111,28.095,1883.37,b1111
1.40625,-0.55,b1100,28.14,66.99,b1111,28.145,1879.76,b1111
1.40875,-0.55,b1100,28.19,66.96,b1111,28.195,1877.36,b1111
1.41125,-0.63,b1100,28.24,66.99,b1111,28.245,1876.16,b1111
1.41375,-0.46,b1100,28.29,66.99,b1111,28.295,1872.56,b1111
1.41625,-0.72,b1100,28.34,66.99,b1111,28.345,1867.76,b1111
1.41875,-0.63,b1100,28.39,66.99,b1111,28.395,1865.37,b1111
1.42125,-0.55,b1100,28.44,66.99,b1111,28.445,1861.76,b1111
1.42375,-0.55,b1100,28.49,66.99,b1111,28.495,1856.97,b1111
1.42625,-0.63,b1100,28.54,67.02,b1111,28.545,1852.17,b1111
1.42875,-0.55,b1100,28.59,67.02,b1111,28.595,1847.38,b1111
1.43125,-0.63,b1110,28.64,67.02,b1111,28.645,1844.98,b1111
1.43375,-0.55,b1110,28.69,67.02,b1111,28.695,1841.38,b1111
1.43625,-0.55,b1110,28.74,67.02,b1111,28.745,1838.99,b1111
1.43875,-0.55,b1110,28.79,67.02,b1111,28.795,1837.78,b1111
1.44125,-0.46,b1110,28.84,67.02,b1111,28.845,1835.39,b1111
1.44375,-0.63,b1110,28.89,67.02,b1111,28.895,1834.2,b1111
1.44625,-0.55,b1110,28.94,66.99,b1111,28.945,1831.79,b1111
1.44875,-0.63,b1110,28.99,67.02,b1111,28.995,1829.4,b1111
1.45125,-0.55,b1110,29.04,67.02,b1111,29.045,1827,b1111
1.45375,-0.63,b1110,29.09,67.02,b1111,29.095,1825.8,b1111
1.45625,-0.63,b1110,29.14,67.02,b1111,29.145,1821.02,b1111
1.45875,-0.63,b1110,29.19,67.02,b1111,29.195,1818.62,b1111
1.46125,-0.55,b1110,29.24,67.02,b1111,29.245,1815.03,b1111
1.46375,-0.55,b1110,29.29,67.02,b1111,29.295,1811.43,b1111
1.46625,-0.46,b1110,29.34,67.02,b1111,29.345,1807.84,b1111
1.46875,-0.63,b1110,29.39,67.05,b1111,29.395,1804.25,b1111
1.47125,-0.55,b1110,29.44,67.05,b1111,29.445,1800.66,b1111
1.47375,-0.55,b1110,29.49,67.05,b1111,29.495,1798.26,b1111
1.47625,-0.63,b1110,29.54,67.05,b1111,29.545,1794.67,b1111
1.47875,-0.55,b1110,29.59,67.08,b1111,29.595,1792.28,b1111
1.48125,-0.55,b1110,29.64,67.05,b1111,29.645,1788.69,b1111
1.48375,-0.72,b1110,29.69,67.05,b1111,29.695,1785.09,b1111
1.48625,-0.63,b1110,29.74,67.05,b1111,29.745,1781.51,b1111
1.48875,-0.55,b1110,29.79,67.08,b1111,29.795,1777.92,b1111
1.49125,-0.63,b1110,29.84,67.08,b1111,29.845,1774.33,b1111
1.49375,-0.63,b1110,29.89,67.08,b1111,29.895,1770.74,b1111
1.49625,-0.55,b1110,29.94,67.08,b1111,29.945,1768.35,b1111
1.49875,-0.55,b1110,29.99,67.08,b1111,29.995,1764.77,b1111
1.50125,-0.63,b1110,30.04,67.08,b1111,30.045,1761.18,b1111
1.50375,-0.55,b1110,30.09,67.11,b1111,30.095,1757.59,b1111
1.50625,-0.55,b1110,30.14,67.08,b1111,30.145,1754,b1111
1.50875,-0.63,b1110,30.19,67.11,b1111,30.195,1750.42,b1111
1.51125,-0.72,b1110,30.24,67.08,b1111,30.245,1748.03,b1111
1.51375,-0.46,b1110,30.29,67.11,b1111,30.295,1745.63,b1111
1.51625,-0.63,b1110,30.34,67.11,b1111,30.345,1742.04,b1111
1.51875,-0.55,b1110,30.39,67.11,b1111,30.395,1739.66,b1111
1.52125,-0.72,b1110,30.44,67.11,b1111,30.445,1737.27,b1111
1.52375,-0.55,b1110,30.49,67.11,b1111,30.495,1736.07,b1111
1.52625,-0.63,b1110,30.54,67.11,b1111,30.545,1732.49,b1111
1.52875,-0.72,b1110,30.59,67.14,b1111,30.595,1730.1,b1111
1.53125,-0.63,b1110,30.64,67.11,b1111,30.645,1727.71,b1111
1.53375,-0.55,b1110,30.69,67.14,b1111,30.695,1722.93,b1111
1.53625,-0.55,b1110,30.74,67.14,b1111,30.745,1720.55,b1111
1.53875,-0.55,b1110,30.79,67.14,b1111,30.795,1716.96,b1111
1.54125,-0.55,b1110,30.84,67.14,b1111,30.845,1714.57,b1111
1.54375,-0.55,b1110,30.89,67.14,b1111,30.895,1709.8,b1111
1.54625,-0.55,b1110,30.94,67.14,b1111,30.945,1706.22,b1111
1.54875,-0.55,b1110,30.99,67.14,b1111,30.995,1702.64,b1111
1.55125,-0.46,b1110,31.04,67.14,b1111,31.045,1699.06,b1111
1.55375,-0.63,b1110,31.09,67.14,b1111,31.095,1696.66,b1111
1.55625,-0.63,b1110,31.14,67.14,b1111,31.145,1694.28,b1111
1.55875,-0.55,b1110,31.19,67.17,b1111,31.195,1690.7,b1111
1.56125,-0.55,b1110,31.24,67.17,b1111,31.245,1687.12,b1111
1.56375,-0.55,b1110,31.29,67.17,b1111,31.295,1682.35,b1111
1.56625,-0.55,b1110,31.34,67.17,b1111,31.345,1679.97,b1111
1.56875,-0.55,b1110,31.39,67.17,b1111,31.395,1675.19,b1111
1.57125,-0.46,b1110,31.44,67.17,b1111,31.445,1674,b1111
1.57375,-0.55,b1110,31.49,67.17,b1111,31.495,1671.61,b1111
1.57625,-0.55,b1110,31.54,67.17,b1111,31.545,1668.04,b1111
1.57875,-0.38,b1110,31.59,67.17,b1111,31.595,1664.46,b1111
1.58125,-0.55,b1110,31.64,67.17,b1111,31.645,1662.07,b1111
1.58375,-0.46,b1110,31.69,67.2,b1111,31.695,1657.31,b1111
1.58625,-0.72,b1110,31.74,67.17,b1111,31.745,1653.73,b1111
1.58875,-0.72,b1110,31.79,67.17,b1111,31.795,1651.34,b1111
1.59125,-0.55,b1110,31.84,67.17,b1111,31.845,1646.58,b1111
1.59375,-0.46,b1110,31.89,67.2,b1111,31.895,1644.2,b1111
1.59625,-0.55,b1110,31.94,67.2,b1111,31.945,1640.62,b1111
1.59875,-0.55,b1110,31.99,67.2,b1111,31.995,1638.23,b1111
1.60125,-0.55,b1110,32.04,67.2,b1111,32.045,1635.86,b1111
1.60375,-0.72,b1110,32.09,67.2,b1111,32.095,1632.28,b1111
1.60625,-0.46,b1110,32.14,67.23,b1111,32.145,1629.9,b1111
1.60875,-0.72,b1110,32.19,67.2,b1111,32.195,1626.33,b1111
1.61125,-0.46,b1110,32.24,67.2,b1111,32.245,1622.75,b1111
1.61375,-0.46,b1110,32.29,67.23,b1111,32.295,1620.38,b1111
1.61625,-0.46,b1110,32.34,67.2,b1111,32.345,1617.99,b1111
1.61875,-0.55,b1110,32.39,67.2,b1111,32.395,1615.61,b1111
1.62125,-0.63,b1110,32.44,67.23,b1111,32.445,1613.23,b1111
1.62375,-0.55,b1110,32.49,67.2,b1111,32.495,1613.23,b1111
1.62625,-0.55,b1110,32.54,67.23,b1111,32.545,1610.85,b1111
1.62875,-0.46,b1110,32.59,67.23,b1111,32.595,1608.46,b1111
1.63125,-0.46,b1110,32.64,67.23,b1111,32.645,1604.89,b1111
1.63375,-0.46,b1110,32.69,67.23,b1111,32.695,1601.33,b1111
1.63625,-0.55,b1110,32.74,67.23,b1111,32.745,1598.95,b1111
1.63875,-0.46,b1110,32.79,67.23,b1111,32.795,1595.37,b1111
1.64125,-0.55,b1110,32.84,67.23,b1111,32.845,1591.8,b1111
1.64375,-0.63,b1110,32.89,67.23,b1111,32.895,1587.05,b1111
1.64625,-0.55,b1110,32.94,67.23,b1111,32.945,1581.1,b1111
1.64875,-0.55,b1110,32.99,67.26,b1111,32.995,1577.53,b1111
1.65125,-0.63,b1110,33.04,67.26,b1111,33.045,1572.77,b1111
1.65375,-0.55,b1110,33.09,67.23,b1111,33.095,1569.21,b1111
1.65625,-0.55,b1110,33.14,67.23,b1111,33.145,1566.83,b1111
1.65875,-0.63,b1110,33.19,67.26,b1111,33.195,1562.08,b1111
1.66125,-0.63,b1110,33.24,67.23,b1111,33.245,1559.7,b1111
1.66375,-0.46,b1110,33.29,67.26,b1111,33.295,1557.32,b1111
1.66625,-0.63,b1110,33.34,67.26,b1111,33.345,1552.57,b1111
1.66875,-0.55,b1110,33.39,67.23,b1111,33.395,1550.19,b1111
1.67125,-0.38,b1110,33.44,67.23,b1111,33.445,1547.82,b1111
1.67375,-0.55,b1110,33.49,67.26,b1111,33.495,1544.25,b1111
1.67625,-0.63,b1110,33.54,67.26,b1111,33.545,1540.69,b1111
1.67875,-0.46,b1110,33.59,67.26,b1111,33.595,1538.32,b1111
1.68125,-0.55,b1110,33.64,67.26,b1111,33.645,1534.75,b1111
1.68375,-0.46,b1110,33.69,67.26,b1111,33.695,1532.38,b1111
1.68625,-0.46,b1110,33.74,67.26,b1111,33.745,1529.99,b1111
1.68875,-0.55,b1110,33.79,67.29,b1111,33.795,1529.99,b1111
1.69125,-0.46,b1110,33.84,67.26,b1111,33.845,1528.81,b1111
1.69375,-0.55,b1110,33.89,67.26,b1111,33.895,1527.62,b1111
1.69625,-0.46,b1110,33.94,67.26,b1111,33.945,1526.44,b1111
1.69875,-0.72,b1110,33.99,67.29,b1111,33.995,1524.06,b1111
1.70125,-0.55,b1110,34.04,67.29,b1111,34.045,1520.5,b1111
1.70375,-0.55,b1110,34.09,67.29,b1111,34.095,1518.13,b1111
1.70625,-0.55,b1110,34.14,67.29,b1111,34.145,1513.38,b1111
1.70875,-0.55,b1110,34.19,67.29,b1111,34.195,1509.81,b1111
1.71125,-0.46,b1110,34.24,67.29,b1111,34.245,1502.7,b1111
1.71375,-0.46,b1110,34.29,67.29,b1111,34.295,1497.95,b1111
1.71625,-0.63,b1110,34.34,67.29,b1111,34.345,1492.01,b1111
1.71875,-0.46,b1110,34.39,67.29,b1111,34.395,1487.27,b1111
1.72125,-0.55,b1110,34.44,67.29,b1111,34.445,1483.72,b1111
1.72375,-0.55,b1110,34.49,67.32,b1111,34.495,1480.16,b1111
1.72625,-0.55,b1110,34.54,67.29,b1111,34.545,1478.98,b1111
1.72875,-0.55,b1110,34.59,67.32,b1111,34.595,1475.41,b1111
1.73125,-0.46,b1110,34.64,67.29,b1111,34.645,1471.86,b1111
1.73375,-0.55,b1110,34.69,67.29,b1111,34.695,1468.31,b1111
1.73625,-0.55,b1110,34.74,67.32,b1111,34.745,1463.56,b1111
1.73875,-0.55,b1110,34.79,67.32,b1111,34.795,1462.38,b1111
1.74125,-0.55,b1110,34.84,67.29,b1111,34.845,1460.01,b1111
1.74375,-0.72,b1110,34.89,67.32,b1111,34.895,1455.27,b1111
1.74625,-0.46,b1110,34.94,67.32,b1111,34.945,1450.53,b1111
1.74875,-0.55,b1110,34.99,67.32,b1111,34.995,1448.16,b1111
1.75125,-0.55,b1110,35.04,67.32,b1111,35.045,1445.79,b1111
1.75375,-0.46,b1110,35.09,67.32,b1111,35.095,1444.6,b1111
1.75625,-0.55,b1110,35.14,67.32,b1111,35.145,1443.42,b1111
1.75875,-0.46,b1110,35.19,67.32,b1111,35.195,1442.24,b1111
1.76125,-0.55,b1110,35.24,67.32,b1111,35.245,1439.86,b1111
1.76375,-0.46,b1110,35.29,67.32,b1111,35.295,1437.5,b1111
1.76625,-0.63,b1110,35.34,67.32,b1111,35.345,1433.94,b1111
1.76875,-0.55,b1110,35.39,67.35,b1111,35.395,1429.21,b1111
1.77125,-0.55,b1110,35.44,67.32,b1111,35.445,1425.65,b1111
1.77375,-0.46,b1110,35.49,67.35,b1111,35.495,1420.92,b1111
1.77625,-0.55,b1110,35.54,67.35,b1111,35.545,1416.19,b1111
1.77875,-0.46,b1110,35.59,67.32,b1111,35.595,1411.45,b1111
1.78125,-0.63,b1110,35.64,67.35,b1111,35.645,1407.9,b1111
1.78375,-0.46,b1110,35.69,67.35,b1111,35.695,1404.35,b1111
1.78625,-0.46,b1110,35.74,67.35,b1111,35.745,1399.62,b1111
1.78875,-0.55,b1110,35.79,67.35,b1111,35.795,1396.08,b1111
1.79125,-0.46,b1110,35.84,67.35,b1111,35.845,1391.34,b1111
1.79375,-0.46,b1110,35.89,67.35,b1111,35.895,1385.43,b1111
1.79625,-0.55,b1110,35.94,67.35,b1111,35.945,1381.88,b1111
1.79875,-0.38,b1110,35.99,67.35,b1111,35.995,1378.34,b1111
1.80125,-0.46,b1110,36.04,67.35,b1111,36.045,1374.79,b1111
1.80375,-0.46,b1110,36.09,67.32,b1111,36.095,1372.43,b1111
1.80625,-0.63,b1110,36.14,67.32,b1111,36.145,1370.06,b1111
1.80875,-0.38,b1110,36.19,67.32,b1111,36.195,1367.69,b1111
1.81125,-0.55,b1110,36.24,67.32,b1111,36.245,1365.34,b1111
1.81375,-0.46,b1110,36.29,67.32,b1111,36.295,1361.79,b1111
