axialtime,axialaccel,bILBA,timptime,temp,bILBA,agltime,agl,bILBA
43.0612,-0.0400001,b1111,,,,,,
43.0638,-0.21,b1111,,,,,,
43.0662,-0.21,b1111,,,,,,
43.0687,-0.21,b1111,,,,,,
43.0713,-0.21,b1111,,,,,,
43.0737,-0.21,b1111,,,,,,
43.0762,-0.21,b1111,,,,,,
43.0788,-0.13,b1111,,,,,,
43.0812,-0.13,b1111,,,,,,
43.0838,-0.21,b1111,,,,,,
43.0863,-0.0400001,b1111,,,,,,
43.0887,-0.13,b1111,,,,,,
43.0913,-0.13,b1111,,,,,,
43.0938,-0.13,b1111,,,,,,
43.0962,-0.21,b1111,,,,,,
43.0988,-0.21,b1111,,,,,,
43.1012,-0.3,b1111,,,,,,
43.1037,-0.21,b1111,,,,,,
43.1063,-0.21,b1111,,,,,,
43.1087,-0.21,b1111,,,,,,
43.1113,-0.13,b1111,,,,,,
43.1138,-0.21,b1111,,,,,,
43.1162,-0.13,b1111,,,,,,
43.1188,-0.13,b1111,,,,,,
43.1213,-0.13,b1111,,,,,,
43.1237,-0.3,b1111,,,,,,
43.1263,-0.21,b1111,,,,,,
43.1287,-0.0400001,b1111,,,,,,
43.1312,-0.21,b1111,,,,,,
43.1338,-0.3,b1111,,,,,,
43.1362,-0.21,b1111,,,,,,
43.1387,-0.3,b1111,,,,,,
43.1413,-0.38,b1111,,,,,,
43.1437,-0.21,b1111,,,,,,
43.1463,-0.0400001,b1111,,,,,,
43.1488,-0.21,b1111,,,,,,
43.1512,-0.13,b1111,,,,,,
43.1538,-0.13,b1111,,,,,,
43.1563,-0.13,b1111,,,,,,
43.1587,-0.13,b1111,,,,,,
43.1613,-0.21,b1111,,,,,,
43.1637,-0.13,b1111,,,,,,
43.1662,-0.21,b1111,,,,,,
43.1688,-0.21,b1111,,,,,,
43.1712,-0.13,b1111,,,,,,
43.1738,-0.13,b1111,,,,,,
43.1763,-0.21,b1111,,,,,,
43.1787,-0.21,b1111,,,,,,
43.1813,-0.21,b1111,,,,,,
43.1838,-0.21,b1111,,,,,,
43.1862,-0.21,b1111,,,,,,
43.1888,-0.21,b1111,,,,,,
43.1912,-0.21,b1111,,,,,,
43.1937,-0.13,b1111,,,,,,
43.1963,-0.21,b1111,,,,,,
43.1987,-0.3,b1111,,,,,,
43.2012,-0.3,b1111,,,,,,
43.2038,-0.38,b1111,,,,,,
43.2062,-0.38,b1111,,,,,,
43.2088,-0.38,b1111,,,,,,
43.2113,-0.38,b1111,,,,,,
43.2137,-0.38,b1111,,,,,,
43.2163,-0.38,b1111,,,,,,
43.2188,-0.38,b1111,,,,,,
43.2212,-0.38,b1111,,,,,,
43.2238,-0.38,b1111,,,,,,
43.2262,-0.3,b1111,,,,,,
43.2287,-0.38,b1111,,,,,,
43.2313,-0.38,b1111,,,,,,
43.2337,-0.21,b1111,,,,,,
43.2363,-0.3,b1111,,,,,,
43.2388,-0.21,b1111,,,,,,
43.2412,-0.21,b1111,,,,,,
43.2438,-0.21,b1111,,,,,,
43.2463,-0.21,b1111,,,,,,
43.2487,-0.21,b1111,,,,,,
43.2513,-0.21,b1111,,,,,,
43.2537,-0.21,b1111,,,,,,
43.2562,-0.38,b1111,,,,,,
43.2588,-0.38,b1111,,,,,,
43.2612,-0.38,b1111,,,,,,
43.2637,-0.38,b1111,,,,,,
43.2663,-0.38,b1111,,,,,,
43.2687,-0.38,b1111,,,,,,
43.2713,-0.38,b1111,,,,,,
43.2738,-0.38,b1111,,,,,,
43.2762,-0.38,b1111,,,,,,
43.2788,-0.38,b1111,,,,,,
43.2813,-0.38,b1111,,,,,,
43.2837,-0.38,b1111,,,,,,
43.2863,-0.46,b1111,,,,,,
43.2887,-0.38,b1111,,,,,,
43.2912,-0.3,b1111,,,,,,
43.2938,-0.38,b1111,,,,,,
43.2962,-0.3,b1111,,,,,,
43.2988,-0.38,b1111,,,,,,
43.3013,-0.38,b1111,,,,,,
43.3037,-0.38,b1111,,,,,,
43.3063,-0.46,b1111,,,,,,
43.3088,-0.3,b1111,,,,,,
43.3112,-0.38,b1111,,,,,,
43.3138,-0.38,b1111,,,,,,
43.3162,-0.38,b1111,,,,,,
43.3187,-0.3,b1111,,,,,,
43.3213,-0.38,b1111,,,,,,
43.3237,-0.21,b1111,,,,,,
43.3262,-0.3,b1111,,,,,,
43.3288,-0.3,b1111,,,,,,
43.3312,-0.21,b1111,,,,,,
43.3338,-0.38,b1111,,,,,,
43.3363,-0.21,b1111,,,,,,
43.3387,-0.38,b1111,,,,,,
43.3413,-0.3,b1111,,,,,,
43.3438,-0.38,b1111,,,,,,
43.3462,-0.3,b1111,,,,,,
43.3488,-0.21,b1111,,,,,,
43.3512,-0.3,b1111,,,,,,
43.3537,-0.21,b1111,,,,,,
43.3563,-0.21,b1111,,,,,,
43.3587,-0.3,b1111,,,,,,
43.3613,-0.21,b1111,,,,,,
43.3638,-0.3,b1111,,,,,,
43.3662,-0.3,b1111,,,,,,
43.3688,-0.38,b1111,,,,,,
43.3713,-0.38,b1111,,,,,,
43.3737,-0.21,b1111,,,,,,
43.3763,-0.38,b1111,,,,,,
43.3787,-0.38,b1111,,,,,,
43.3812,-0.3,b1111,,,,,,
43.3838,-0.38,b1111,,,,,,
43.3862,-0.13,b1111,,,,,,
43.3887,-0.3,b1111,,,,,,
43.3913,-0.21,b1111,,,,,,
43.3937,-0.21,b1111,,,,,,
43.3963,-0.3,b1111,,,,,,
43.3988,-0.3,b1111,,,,,,
43.4012,-0.38,b1111,,,,,,
43.4038,-0.38,b1111,,,,,,
43.4063,-0.3,b1111,,,,,,
43.4087,-0.38,b1111,,,,,,
43.4113,-0.3,b1111,,,,,,
43.4137,-0.3,b1111,,,,,,
43.4162,-0.3,b1111,,,,,,
43.4188,-0.21,b1111,,,,,,
43.4212,-0.3,b1111,,,,,,
43.4238,-0.3,b1111,,,,,,
43.4263,-0.21,b1111,,,,,,
43.4287,-0.13,b1111,,,,,,
43.4313,-0.21,b1111,,,,,,
43.4338,-0.21,b1111,,,,,,
43.4362,-0.21,b1111,,,,,,
43.4388,-0.0400001,b1111,,,,,,
43.4412,-0.21,b1111,,,,,,
43.4437,-0.21,b1111,,,,,,
43.4463,-0.21,b1111,,,,,,
43.4487,-0.13,b1111,,,,,,
43.4512,-0.0400001,b1111,,,,,,
43.4538,-0.21,b1111,,,,,,
43.4562,-0.13,b1111,,,,,,
43.4588,-0.21,b1111,,,,,,
43.4613,-0.21,b1111,,,,,,
43.4637,-0.13,b1111,,,,,,
43.4663,-0.13,b1111,,,,,,
43.4688,-0.13,b1111,,,,,,
43.4712,-0.21,b1111,,,,,,
43.4738,-0.21,b1111,,,,,,
43.4762,-0.13,b1111,,,,,,
43.4787,-0.3,b1111,,,,,,
43.4813,-0.3,b1111,,,,,,
43.4837,-0.21,b1111,,,,,,
43.4863,-0.21,b1111,,,,,,
43.4888,-0.21,b1111,,,,,,
43.4912,-0.13,b1111,,,,,,
43.4938,-0.21,b1111,,,,,,
43.4963,-0.13,b1111,,,,,,
43.4987,-0.0400001,b1111,,,,,,
43.5013,-0.21,b1111,,,,,,
43.5037,-0.13,b1111,,,,,,
43.5062,-0.21,b1111,,,,,,
43.5088,-0.21,b1111,,,,,,
43.5112,-0.21,b1111,,,,,,
43.5137,-0.21,b1111,,,,,,
43.5163,-0.21,b1111,,,,,,
43.5187,-0.21,b1111,,,,,,
43.5213,-0.3,b1111,,,,,,
43.5238,-0.21,b1111,,,,,,
43.5262,-0.21,b1111,,,,,,
43.5288,-0.21,b1111,,,,,,
43.5313,-0.21,b1111,,,,,,
43.5337,-0.21,b1111,,,,,,
43.5363,-0.21,b1111,,,,,,
43.5387,-0.13,b1111,,,,,,
43.5412,-0.21,b1111,,,,,,
43.5438,-0.0400001,b1111,,,,,,
43.5462,-0.13,b1111,,,,,,
43.5488,-0.0400001,b1111,,,,,,
43.5513,-0.21,b1111,,,,,,
43.5537,-0.21,b1111,,,,,,
43.5563,-0.21,b1111,,,,,,
43.5588,-0.21,b1111,,,,,,
43.5612,-0.21,b1111,,,,,,
43.5638,-0.21,b1111,,,,,,
43.5662,-0.13,b1111,,,,,,
43.5687,-0.13,b1111,,,,,,
43.5713,-0.13,b1111,,,,,,
43.5737,-0.13,b1111,,,,,,
43.5762,-0.0400001,b1111,,,,,,
43.5788,-0.13,b1111,,,,,,
43.5812,-0.21,b1111,,,,,,
43.5838,-0.13,b1111,,,,,,
43.5863,-0.13,b1111,,,,,,
43.5887,-0.21,b1111,,,,,,
43.5913,-0.21,b1111,,,,,,
43.5938,-0.13,b1111,,,,,,
43.5962,-0.21,b1111,,,,,,
43.5988,-0.21,b1111,,,,,,
43.6012,-0.21,b1111,,,,,,
43.6037,-0.21,b1111,,,,,,
43.6063,-0.21,b1111,,,,,,
43.6087,-0.21,b1111,,,,,,
43.6113,-0.21,b1111,,,,,,
43.6138,-0.21,b1111,,,,,,
43.6162,-0.21,b1111,,,,,,
43.6188,-0.3,b1111,,,,,,
43.6213,-0.38,b1111,,,,,,
43.6237,-0.21,b1111,,,,,,
43.6263,-0.38,b1111,,,,,,
43.6287,-0.21,b1111,,,,,,
43.6312,-0.38,b1111,,,,,,
43.6338,-0.3,b1111,,,,,,
43.6362,-0.38,b1111,,,,,,
43.6387,-0.3,b1111,,,,,,
43.6413,-0.3,b1111,,,,,,
43.6437,-0.38,b1111,,,,,,
43.6463,-0.21,b1111,,,,,,
43.6488,-0.3,b1111,,,,,,
43.6512,-0.3,b1111,,,,,,
43.6538,-0.21,b1111,,,,,,
43.6563,-0.21,b1111,,,,,,
43.6587,-0.21,b1111,,,,,,
43.6613,-0.21,b1111,,,,,,
43.6637,-0.21,b1111,,,,,,
43.6662,-0.3,b1111,,,,,,
43.6688,-0.21,b1111,,,,,,
43.6712,-0.21,b1111,,,,,,
43.6738,-0.3,b1111,,,,,,
43.6763,-0.38,b1111,,,,,,
43.6787,-0.21,b1111,,,,,,
43.6813,-0.21,b1111,,,,,,
43.6838,-0.3,b1111,,,,,,
43.6862,-0.21,b1111,,,,,,
43.6888,-0.3,b1111,,,,,,
43.6912,-0.3,b1111,,,,,,
43.6937,-0.38,b1111,,,,,,
43.6963,-0.38,b1111,,,,,,
43.6987,-0.38,b1111,,,,,,
43.7012,-0.38,b1111,,,,,,
43.7038,-0.3,b1111,,,,,,
43.7062,-0.21,b1111,,,,,,
43.7088,-0.21,b1111,,,,,,
43.7113,-0.21,b1111,,,,,,
43.7137,-0.21,b1111,,,,,,
43.7163,-0.21,b1111,,,,,,
43.7188,-0.21,b1111,,,,,,
43.7212,-0.21,b1111,,,,,,
43.7238,-0.13,b1111,,,,,,
43.7262,-0.13,b1111,,,,,,
43.7287,-0.21,b1111,,,,,,
43.7313,-0.21,b1111,,,,,,
43.7337,-0.21,b1111,,,,,,
43.7363,-0.21,b1111,,,,,,
43.7388,-0.21,b1111,,,,,,
43.7412,-0.13,b1111,,,,,,
43.7438,-0.13,b1111,,,,,,
43.7463,-0.13,b1111,,,,,,
43.7487,-0.21,b1111,,,,,,
43.7513,-0.21,b1111,,,,,,
43.7537,-0.21,b1111,,,,,,
43.7562,-0.0400001,b1111,,,,,,
43.7588,-0.21,b1111,,,,,,
43.7612,-0.21,b1111,,,,,,
43.7637,-0.13,b1111,,,,,,
43.7663,-0.21,b1111,,,,,,
43.7687,-0.13,b1111,,,,,,
43.7713,-0.13,b1111,,,,,,
43.7738,-0.21,b1111,,,,,,
43.7762,-0.21,b1111,,,,,,
43.7788,-0.21,b1111,,,,,,
43.7813,-0.3,b1111,,,,,,
43.7837,-0.21,b1111,,,,,,
43.7863,-0.21,b1111,,,,,,
43.7887,-0.21,b1111,,,,,,
43.7912,-0.21,b1111,,,,,,
43.7938,-0.3,b1111,,,,,,
43.7962,-0.21,b1111,,,,,,
43.7988,-0.21,b1111,,,,,,
43.8013,-0.3,b1111,,,,,,
43.8037,-0.21,b1111,,,,,,
43.8063,-0.13,b1111,,,,,,
43.8088,-0.21,b1111,,,,,,
43.8112,-0.21,b1111,,,,,,
43.8138,-0.21,b1111,,,,,,
43.8162,-0.21,b1111,,,,,,
43.8187,-0.13,b1111,,,,,,
43.8213,-0.13,b1111,,,,,,
43.8237,-0.13,b1111,,,,,,
43.8262,-0.13,b1111,,,,,,
43.8288,-0.0400001,b1111,,,,,,
43.8312,-0.13,b1111,,,,,,
43.8338,-0.21,b1111,,,,,,
43.8363,-0.0400001,b1111,,,,,,
43.8387,-0.13,b1111,,,,,,
43.8413,-0.13,b1111,,,,,,
43.8438,-0.0400001,b1111,,,,,,
43.8462,-0.0400001,b1111,,,,,,
43.8488,-0.13,b1111,,,,,,
43.8512,-0.21,b1111,,,,,,
43.8537,-0.13,b1111,,,,,,
43.8563,-0.13,b1111,,,,,,
43.8587,-0.21,b1111,,,,,,
43.8613,-0.21,b1111,,,,,,
43.8638,-0.13,b1111,,,,,,
43.8662,-0.21,b1111,,,,,,
43.8688,-0.0400001,b1111,,,,,,
43.8713,-0.13,b1111,,,,,,
43.8737,-0.21,b1111,,,,,,
43.8763,-0.13,b1111,,,,,,
43.8787,-0.0400001,b1111,,,,,,
43.8812,-0.21,b1111,,,,,,
43.8838,-0.13,b1111,,,,,,
43.8862,-0.21,b1111,,,,,,
43.8887,-0.21,b1111,,,,,,
43.8913,-0.21,b1111,,,,,,
43.8937,-0.3,b1111,,,,,,
43.8963,-0.21,b1111,,,,,,
43.8988,-0.21,b1111,,,,,,
43.9012,-0.21,b1111,,,,,,
43.9038,-0.21,b1111,,,,,,
43.9063,-0.21,b1111,,,,,,
43.9087,-0.21,b1111,,,,,,
43.9113,-0.21,b1111,,,,,,
43.9137,-0.21,b1111,,,,,,
43.9162,-0.21,b1111,,,,,,
43.9188,-0.21,b1111,,,,,,
43.9212,-0.38,b1111,,,,,,
43.9238,-0.21,b1111,,,,,,
43.9263,-0.21,b1111,,,,,,
43.9287,-0.13,b1111,,,,,,
43.9313,-0.21,b1111,,,,,,
43.9338,-0.21,b1111,,,,,,
43.9362,-0.21,b1111,,,,,,
43.9388,-0.21,b1111,,,,,,
43.9412,-0.21,b1111,,,,,,
43.9437,-0.21,b1111,,,,,,
43.9463,-0.21,b1111,,,,,,
43.9487,-0.21,b1111,,,,,,
43.9512,-0.21,b1111,,,,,,
43.9538,-0.3,b1111,,,,,,
43.9562,-0.13,b1111,,,,,,
43.9588,-0.21,b1111,,,,,,
43.9613,-0.3,b1111,,,,,,
43.9637,-0.21,b1111,,,,,,
43.9663,-0.3,b1111,,,,,,
43.9688,-0.21,b1111,,,,,,
43.9712,-0.21,b1111,,,,,,
43.9738,-0.3,b1111,,,,,,
43.9762,-0.21,b1111,,,,,,
43.9787,-0.3,b1111,,,,,,
43.9813,-0.3,b1111,,,,,,
43.9837,-0.3,b1111,,,,,,
43.9863,-0.21,b1111,,,,,,
43.9888,-0.21,b1111,,,,,,
43.9912,-0.3,b1111,,,,,,
43.9938,-0.3,b1111,,,,,,
43.9963,-0.3,b1111,,,,,,
43.9987,-0.3,b1111,,,,,,
44.0013,-0.13,b1111,,,,,,
44.0037,-0.21,b1111,,,,,,
44.0062,-0.38,b1111,,,,,,
44.0088,-0.21,b1111,,,,,,
44.0112,-0.21,b1111,,,,,,
44.0137,-0.3,b1111,,,,,,
44.0163,-0.3,b1111,,,,,,
44.0187,-0.21,b1111,,,,,,
44.0213,-0.38,b1111,,,,,,
44.0238,-0.38,b1111,,,,,,
44.0262,-0.38,b1111,,,,,,
44.0288,-0.3,b1111,,,,,,
44.0313,-0.38,b1111,,,,,,
44.0337,-0.38,b1111,,,,,,
44.0363,-0.38,b1111,,,,,,
44.0387,-0.38,b1111,,,,,,
44.0412,-0.38,b1111,,,,,,
44.0438,-0.55,b1111,,,,,,
44.0462,-0.38,b1111,,,,,,
44.0488,-0.46,b1111,,,,,,
44.0513,-0.46,b1111,,,,,,
44.0537,-0.38,b1111,,,,,,
44.0563,-0.21,b1111,,,,,,
44.0588,-0.3,b1111,,,,,,
44.0612,-0.38,b1111,,,,,,
44.0638,-0.3,b1111,,,,,,
44.0662,-0.38,b1111,,,,,,
44.0687,-0.46,b1111,,,,,,
44.0713,-0.38,b1111,,,,,,
44.0737,-0.38,b1111,,,,,,
44.0762,-0.38,b1111,,,,,,
44.0788,-0.38,b1111,,,,,,
44.0812,-0.38,b1111,,,,,,
44.0838,-0.3,b1111,,,,,,
44.0863,-0.38,b1111,,,,,,
44.0887,-0.38,b1111,,,,,,
44.0913,-0.3,b1111,,,,,,
44.0938,-0.38,b1111,,,,,,
44.0962,-0.3,b1111,,,,,,
44.0988,-0.3,b1111,,,,,,
44.1012,-0.3,b1111,,,,,,
44.1037,-0.3,b1111,,,,,,
44.1063,-0.3,b1111,,,,,,
44.1087,-0.21,b1111,,,,,,
44.1113,-0.38,b1111,,,,,,
44.1138,-0.38,b1111,,,,,,
44.1162,-0.38,b1111,,,,,,
44.1188,-0.3,b1111,,,,,,
44.1213,-0.38,b1111,,,,,,
44.1237,-0.38,b1111,,,,,,
44.1263,-0.38,b1111,,,,,,
44.1287,-0.46,b1111,,,,,,
44.1312,-0.38,b1111,,,,,,
44.1338,-0.38,b1111,,,,,,
44.1362,-0.38,b1111,,,,,,
44.1387,-0.3,b1111,,,,,,
44.1413,-0.21,b1111,,,,,,
44.1437,-0.38,b1111,,,,,,
44.1463,-0.38,b1111,,,,,,
44.1488,-0.38,b1111,,,,,,
44.1512,-0.38,b1111,,,,,,
44.1538,-0.21,b1111,,,,,,
44.1563,-0.21,b1111,,,,,,
44.1587,-0.21,b1111,,,,,,
44.1613,-0.3,b1111,,,,,,
44.1637,-0.21,b1111,,,,,,
44.1662,-0.21,b1111,,,,,,
44.1688,-0.21,b1111,,,,,,
44.1712,-0.21,b1111,,,,,,
44.1738,-0.38,b1111,,,,,,
44.1763,-0.3,b1111,,,,,,
44.1787,-0.21,b1111,,,,,,
44.1813,-0.3,b1111,,,,,,
44.1838,-0.21,b1111,,,,,,
44.1862,-0.3,b1111,,,,,,
44.1888,-0.3,b1111,,,,,,
44.1912,-0.21,b1111,,,,,,
44.1937,-0.21,b1111,,,,,,
44.1963,-0.21,b1111,,,,,,
44.1987,-0.3,b1111,,,,,,
44.2012,-0.21,b1111,,,,,,
44.2038,-0.21,b1111,,,,,,
44.2062,-0.21,b1111,,,,,,
44.2088,-0.21,b1111,,,,,,
44.2113,-0.21,b1111,,,,,,
44.2137,-0.21,b1111,,,,,,
44.2163,-0.13,b1111,,,,,,
44.2188,-0.21,b1111,,,,,,
44.2212,-0.3,b1111,,,,,,
44.2238,-0.21,b1111,,,,,,
44.2262,-0.13,b1111,,,,,,
44.2287,-0.21,b1111,,,,,,
44.2313,-0.13,b1111,,,,,,
44.2337,-0.21,b1111,,,,,,
44.2363,-0.21,b1111,,,,,,
44.2388,-0.21,b1111,,,,,,
44.2412,-0.13,b1111,,,,,,
44.2438,-0.21,b1111,,,,,,
44.2463,-0.21,b1111,,,,,,
44.2487,-0.21,b1111,,,,,,
44.2513,-0.3,b1111,,,,,,
44.2537,-0.21,b1111,,,,,,
44.2562,-0.3,b1111,,,,,,
44.2588,-0.13,b1111,,,,,,
44.2612,-0.21,b1111,,,,,,
44.2637,-0.13,b1111,,,,,,
44.2663,-0.21,b1111,,,,,,
44.2687,-0.21,b1111,,,,,,
44.2713,-0.21,b1111,,,,,,
44.2738,-0.13,b1111,,,,,,
44.2762,-0.21,b1111,,,,,,
44.2788,-0.21,b1111,,,,,,
44.2813,-0.3,b1111,,,,,,
44.2837,-0.21,b1111,,,,,,
44.2863,-0.21,b1111,,,,,,
44.2887,-0.21,b1111,,,,,,
44.2912,-0.3,b1111,,,,,,
44.2938,-0.21,b1111,,,,,,
44.2962,-0.3,b1111,,,,,,
44.2988,-0.3,b1111,,,,,,
44.3013,-0.3,b1111,,,,,,
44.3037,-0.38,b1111,,,,,,
44.3063,-0.3,b1111,,,,,,
44.3088,-0.38,b1111,,,,,,
44.3112,-0.38,b1111,,,,,,
44.3138,-0.38,b1111,,,,,,
44.3162,-0.38,b1111,,,,,,
44.3187,-0.46,b1111,,,,,,
44.3213,-0.55,b1111,,,,,,
44.3237,-0.38,b1111,,,,,,
44.3262,-0.46,b1111,,,,,,
44.3288,-0.55,b1111,,,,,,
44.3312,-0.63,b1111,,,,,,
44.3338,-0.72,b1111,,,,,,
44.3363,-0.72,b1111,,,,,,
44.3387,-0.63,b1111,,,,,,
44.3413,-0.72,b1111,,,,,,
44.3438,-0.63,b1111,,,,,,
44.3462,-0.72,b1111,,,,,,
44.3488,-0.72,b1111,,,,,,
44.3512,-0.72,b1111,,,,,,
44.3537,-0.88,b1111,,,,,,
44.3563,-0.72,b1111,,,,,,
44.3587,-0.88,b1111,,,,,,
44.3613,-0.97,b1111,,,,,,
44.3638,-0.72,b1111,,,,,,
44.3662,-1.13,b1111,,,,,,
44.3688,-0.72,b1111,,,,,,
44.3713,-0.97,b1111,,,,,,
44.3737,-0.72,b1111,,,,,,
44.3763,-0.72,b1111,,,,,,
44.3787,-0.72,b1111,,,,,,
44.3812,-0.72,b1111,,,,,,
44.3838,-0.72,b1111,,,,,,
44.3862,-0.55,b1111,,,,,,
44.3887,-0.63,b1111,,,,,,
44.3913,-0.55,b1111,,,,,,
44.3937,-0.46,b1111,,,,,,
44.3963,-0.46,b1111,,,,,,
44.3988,-0.38,b1111,,,,,,
44.4012,-0.38,b1111,,,,,,
44.4038,-0.38,b1111,,,,,,
44.4063,-0.38,b1111,,,,,,
44.4087,-0.38,b1111,,,,,,
44.4113,-0.38,b1111,,,,,,
44.4137,-0.38,b1111,,,,,,
44.4162,-0.38,b1111,,,,,,
44.4188,-0.3,b1111,,,,,,
44.4212,-0.38,b1111,,,,,,
44.4238,-0.38,b1111,,,,,,
44.4263,-0.38,b1111,,,,,,
44.4287,-0.21,b1111,,,,,,
44.4313,-0.3,b1111,,,,,,
44.4338,-0.38,b1111,,,,,,
44.4362,-0.3,b1111,,,,,,
44.4388,-0.3,b1111,,,,,,
44.4412,-0.38,b1111,,,,,,
44.4437,-0.38,b1111,,,,,,
44.4463,-0.55,b1111,,,,,,
44.4487,-0.38,b1111,,,,,,
44.4512,-0.38,b1111,,,,,,
44.4538,-0.38,b1111,,,,,,
44.4562,-0.38,b1111,,,,,,
44.4588,-0.38,b1111,,,,,,
44.4613,-0.46,b1111,,,,,,
44.4637,-0.38,b1111,,,,,,
44.4663,-0.38,b1111,,,,,,
44.4688,-0.38,b1111,,,,,,
44.4712,-0.38,b1111,,,,,,
44.4738,-0.21,b1111,,,,,,
44.4762,-0.38,b1111,,,,,,
44.4787,-0.3,b1111,,,,,,
44.4813,-0.3,b1111,,,,,,
44.4837,-0.13,b1111,,,,,,
44.4863,-0.21,b1111,,,,,,
44.4888,-0.21,b1111,,,,,,
44.4912,-0.3,b1111,,,,,,
44.4938,-0.3,b1111,,,,,,
44.4963,-0.21,b1111,,,,,,
44.4987,-0.3,b1111,,,,,,
44.5013,-0.3,b1111,,,,,,
44.5037,-0.38,b1111,,,,,,
44.5062,-0.38,b1111,,,,,,
44.5088,-0.38,b1111,,,,,,
44.5112,-0.38,b1111,,,,,,
44.5137,-0.38,b1111,,,,,,
44.5163,-0.46,b1111,,,,,,
44.5187,-0.3,b1111,,,,,,
44.5213,-0.3,b1111,,,,,,
44.5238,-0.38,b1111,,,,,,
44.5262,-0.38,b1111,,,,,,
44.5288,-0.38,b1111,,,,,,
44.5313,-0.38,b1111,,,,,,
44.5337,-0.38,b1111,,,,,,
44.5363,-0.38,b1111,,,,,,
44.5387,-0.38,b1111,,,,,,
44.5412,-0.38,b1111,,,,,,
44.5438,-0.38,b1111,,,,,,
44.5462,-0.38,b1111,,,,,,
44.5488,-0.38,b1111,,,,,,
44.5513,-0.38,b1111,,,,,,
44.5537,-0.38,b1111,,,,,,
44.5563,-0.38,b1111,,,,,,
44.5588,-0.21,b1111,,,,,,
44.5612,-0.3,b1111,,,,,,
44.5638,-0.3,b1111,,,,,,
44.5662,-0.3,b1111,,,,,,
44.5687,-0.38,b1111,,,,,,
44.5713,-0.3,b1111,,,,,,
44.5737,-0.21,b1111,,,,,,
44.5762,-0.3,b1111,,,,,,
44.5788,-0.3,b1111,,,,,,
44.5812,-0.21,b1111,,,,,,
44.5838,-0.21,b1111,,,,,,
44.5863,-0.3,b1111,,,,,,
44.5887,-0.38,b1111,,,,,,
44.5913,-0.3,b1111,,,,,,
44.5938,-0.3,b1111,,,,,,
44.5962,-0.38,b1111,,,,,,
44.5988,-0.3,b1111,,,,,,
44.6012,-0.3,b1111,,,,,,
44.6037,-0.3,b1111,,,,,,
44.6063,-0.3,b1111,,,,,,
44.6087,-0.21,b1111,,,,,,
44.6113,-0.3,b1111,,,,,,
44.6138,-0.38,b1111,,,,,,
44.6162,-0.3,b1111,,,,,,
44.6188,-0.38,b1111,,,,,,
44.6213,-0.3,b1111,,,,,,
44.6237,-0.3,b1111,,,,,,
44.6263,-0.21,b1111,,,,,,
44.6287,-0.3,b1111,,,,,,
44.6312,-0.38,b1111,,,,,,
44.6338,-0.38,b1111,,,,,,
44.6362,-0.38,b1111,,,,,,
44.6387,-0.38,b1111,,,,,,
44.6413,-0.38,b1111,,,,,,
44.6437,-0.38,b1111,,,,,,
44.6463,-0.38,b1111,,,,,,
44.6488,-0.38,b1111,,,,,,
44.6512,-0.38,b1111,,,,,,
44.6538,-0.38,b1111,,,,,,
44.6563,-0.3,b1111,,,,,,
44.6587,-0.3,b1111,,,,,,
44.6613,-0.38,b1111,,,,,,
44.6637,-0.3,b1111,,,,,,
44.6662,-0.3,b1111,,,,,,
44.6688,-0.38,b1111,,,,,,
44.6712,-0.38,b1111,,,,,,
44.6738,-0.38,b1111,,,,,,
44.6763,-0.38,b1111,,,,,,
44.6787,-0.38,b1111,,,,,,
44.6813,-0.38,b1111,,,,,,
44.6838,-0.38,b1111,,,,,,
44.6862,-0.38,b1111,,,,,,
44.6888,-0.38,b1111,,,,,,
44.6912,-0.55,b1111,,,,,,
44.6937,-0.38,b1111,,,,,,
44.6963,-0.55,b1111,,,,,,
44.6987,-0.63,b1111,,,,,,
44.7012,-0.63,b1111,,,,,,
44.7038,-0.72,b1111,,,,,,
44.7062,-0.72,b1111,,,,,,
44.7088,-0.72,b1111,,,,,,
44.7113,-0.63,b1111,,,,,,
44.7137,-0.72,b1111,,,,,,
44.7163,-0.72,b1111,,,,,,
44.7188,-0.72,b1111,,,,,,
44.7212,-0.63,b1111,,,,,,
44.7238,-0.63,b1111,,,,,,
44.7262,-0.63,b1111,,,,,,
44.7287,-0.72,b1111,,,,,,
44.7313,-0.72,b1111,,,,,,
44.7337,-0.55,b1111,,,,,,
44.7363,-0.55,b1111,,,,,,
44.7388,-0.55,b1111,,,,,,
44.7412,-0.55,b1111,,,,,,
44.7438,-0.46,b1111,,,,,,
44.7463,-0.46,b1111,,,,,,
44.7487,-0.38,b1111,,,,,,
44.7513,-0.38,b1111,,,,,,
44.7537,-0.38,b1111,,,,,,
44.7562,-0.38,b1111,,,,,,
44.7588,-0.3,b1111,,,,,,
44.7612,-0.38,b1111,,,,,,
44.7637,-0.3,b1111,,,,,,
44.7663,-0.3,b1111,,,,,,
44.7687,-0.38,b1111,,,,,,
44.7713,-0.38,b1111,,,,,,
44.7738,-0.3,b1111,,,,,,
44.7762,-0.3,b1111,,,,,,
44.7788,-0.38,b1111,,,,,,
44.7813,-0.38,b1111,,,,,,
44.7837,-0.38,b1111,,,,,,
44.7863,-0.3,b1111,,,,,,
44.7887,-0.38,b1111,,,,,,
44.7912,-0.21,b1111,,,,,,
44.7938,-0.38,b1111,,,,,,
44.7962,-0.38,b1111,,,,,,
44.7988,-0.38,b1111,,,,,,
